chr	start	end	length	summit	tags	NAME	fold_enrichment	FDR%	chromosome	summit_center_pos	summit_centered_start	summit_centered_end
chr3	31267291	31269423	2133	1582	220	1135.88	22.24	0	chr3	31268872	31268822	31268922
chr3	32319796	32320671	876	491	42	252.83	11.76	0.03	chr3	32320286	32320236	32320336
chr3	32786539	32787661	1123	497	100	794.62	25	0	chr3	32787035	32786985	32787085
chr3	33896437	33898700	2264	1446	138	551.38	12.27	0.02	chr3	33897882	33897832	33897932
chr3	34201219	34202097	879	489	71	604.89	21.18	0.02	chr3	34201707	34201657	34201757
chr3	35570673	35571524	852	448	26	61.09	5.28	0.23	chr3	35571120	35571070	35571170
chr3	3621040	3621953	914	372	32	87.55	5.56	0.07	chr3	3621411	3621361	3621461
chr3	37766700	37767461	762	477	21	50.52	4.45	0.43	chr3	37767176	37767126	37767226
chr3	37934070	37935366	1297	501	82	318.66	8.96	0.02	chr3	37934570	37934520	37934620
chr3	38395873	38397034	1162	465	53	227.62	7.81	0.02	chr3	38396337	38396287	38396387
chr3	40918500	40920176	1677	1120	125	717.13	12.11	0	chr3	40919619	40919569	40919669
chr3	41411173	41412029	857	370	23	72.1	7.03	0.13	chr3	41411542	41411492	41411592
chr3	41574145	41575236	1092	535	51	224.31	10	0.02	chr3	41574679	41574629	41574729
chr3	41645729	41646651	923	459	67	277.99	6.73	0.02	chr3	41646187	41646137	41646237
chr3	41673508	41674606	1099	523	48	198.32	7.81	0.02	chr3	41674030	41673980	41674080
chr3	42113180	42114463	1284	733	214	2220.48	38.33	0	chr3	42113912	42113862	42113962
chr3	4458209	4459554	1346	686	141	855.9	14.8	0	chr3	4458894	4458844	4458944
chr3	46097874	46098841	968	567	37	51.56	4.29	0.41	chr3	46098440	46098390	46098490
chr3	47205518	47206342	825	285	31	54.39	4.52	0.34	chr3	47205802	47205752	47205852
chr3	4925539	4927207	1669	1046	95	471.9	13.53	0.01	chr3	4926584	4926534	4926634
chr3	53078220	53078894	675	246	17	52.45	3.85	0.37	chr3	53078465	53078415	53078515
chr3	5350902	5351841	940	556	35	87.43	4.75	0.07	chr3	5351457	5351407	5351507
chr3	55851261	55852328	1068	572	72	588.4	20.91	0.02	chr3	55851832	55851782	55851882
chr3	55853277	55853986	710	376	16	54.26	6.19	0.34	chr3	55853652	55853602	55853702
chr3	56711510	56712559	1050	558	40	123.78	8.06	0.04	chr3	56712067	56712017	56712117
chr3	56922848	56923758	911	400	32	144.99	6.63	0.03	chr3	56923247	56923197	56923297
chr3	57194976	57195910	935	526	25	66.45	4.2	0.17	chr3	57195501	57195451	57195551
chr3	57928431	57929189	759	345	29	99.49	4.71	0.05	chr3	57928775	57928725	57928825
chr3	58897924	58898639	716	281	24	65.66	5	0.18	chr3	58898204	58898154	58898254
chr3	5918258	5919024	767	409	37	110.57	5.43	0.04	chr3	5918666	5918616	5918716
chr3	60311179	60312038	860	512	157	1773.07	28.82	0	chr3	60311690	60311640	60311740
chr3	60625990	60626781	792	537	57	396.35	14.33	0.02	chr3	60626526	60626476	60626576
chr3	61117619	61118555	937	456	32	121.89	6.2	0.04	chr3	61118074	61118024	61118124
chr3	61775738	61776815	1078	558	67	328.97	13.68	0.03	chr3	61776295	61776245	61776345
chr3	62422265	62422848	584	288	14	52.1	4.33	0.39	chr3	62422552	62422502	62422602
chr3	62568416	62569339	924	488	44	262.05	7.92	0.02	chr3	62568903	62568853	62568953
chr3	62674733	62675549	817	308	42	170.76	7.63	0.03	chr3	62675040	62674990	62675090
chr3	63519056	63519745	690	229	19	73.05	6.3	0.12	chr3	63519284	63519234	63519334
chr3	63947377	63948108	732	314	28	138.75	7.92	0.04	chr3	63947690	63947640	63947740
chr3	65468816	65469988	1173	739	116	806.03	15	0	chr3	65469554	65469504	65469604
chr3	65875227	65875850	624	400	34	226.76	12.6	0.02	chr3	65875626	65875576	65875676
chr3	66557631	66558461	831	410	26	125.27	8.96	0.04	chr3	66558040	66557990	66558090
chr3	66657168	66658046	879	356	32	111.5	6.37	0.04	chr3	66657523	66657473	66657573
chr3	67432063	67432579	517	236	16	74.04	5.45	0.12	chr3	67432298	67432248	67432348
chr3	69507672	69508756	1085	542	64	408.83	18.01	0.02	chr3	69508213	69508163	69508263
chr3	69979490	69980336	847	466	53	278.81	8.89	0.02	chr3	69979955	69979905	69980005
chr3	71182214	71183217	1004	517	42	132.14	7.37	0.04	chr3	71182730	71182680	71182780
chr3	71237934	71238814	881	409	42	146.65	6	0.03	chr3	71238342	71238292	71238392
chr3	71295797	71296603	807	342	25	106.44	6.52	0.05	chr3	71296138	71296088	71296188
chr3	71635218	71636239	1022	455	43	199.55	8.21	0.02	chr3	71635672	71635622	71635722
chr3	73853008	73854085	1078	564	51	243.3	10.67	0.02	chr3	73853571	73853521	73853621
chr3	78968231	78969193	963	455	56	342.51	15.36	0.02	chr3	78968685	78968635	78968735
chr3	7960421	7961387	967	437	37	154.14	8.93	0.03	chr3	7960857	7960807	7960907
chr3	80745158	80746203	1046	503	78	433.89	10.75	0.02	chr3	80745660	80745610	80745710
chr3	82265651	82266462	812	296	24	104.88	6.36	0.04	chr3	82265946	82265896	82265996
chr3	85389868	85390468	601	245	20	50.31	3.42	0.44	chr3	85390112	85390062	85390162
chr3	97620175	97620974	800	426	19	75.34	5.5	0.1	chr3	97620600	97620550	97620650
chr3	97666396	97667791	1396	510	91	540.59	12.19	0.02	chr3	97666905	97666855	97666955
chr3	99725155	99726123	969	477	35	125.3	9	0.04	chr3	99725631	99725581	99725681
chr3	99822382	99823170	789	367	35	210.85	10.81	0.03	chr3	99822748	99822698	99822798
chr4	10163947	10164647	701	428	21	74.43	4.62	0.12	chr4	10164374	10164324	10164424
chr4	102806708	102807318	611	199	27	163.08	8.73	0.03	chr4	102806906	102806856	102806956
chr4	103089896	103090378	483	289	14	60.62	5	0.24	chr4	103090184	103090134	103090234
chr4	10497692	10499809	2118	1695	120	575.63	10.3	0.02	chr4	10499386	10499336	10499436
chr4	106425993	106427102	1110	644	71	471.33	16.07	0.01	chr4	106426636	106426586	106426686
chr4	108205277	108205685	409	227	14	65.86	5.42	0.17	chr4	108205503	108205453	108205553
chr4	108213849	108214884	1036	479	42	267.65	14.36	0.02	chr4	108214327	108214277	108214377
chr4	108370827	108371709	883	485	46	338.29	15.84	0.03	chr4	108371311	108371261	108371361
chr4	108640426	108641111	686	239	19	69.28	4.8	0.16	chr4	108640664	108640614	108640714
chr4	109233306	109234327	1022	588	74	599.38	18.75	0.02	chr4	109233893	109233843	109233943
chr4	109272317	109273008	692	250	20	92.84	6.86	0.07	chr4	109272566	109272516	109272616
chr4	110654801	110655807	1007	576	47	174.02	8.16	0.03	chr4	110655376	110655326	110655426
chr4	111786830	111787435	606	431	15	50.91	4.58	0.42	chr4	111787260	111787210	111787310
chr4	113714748	113715706	959	506	69	628.91	23	0.02	chr4	113715253	113715203	113715303
chr4	11490899	11491923	1025	551	46	139.43	5.48	0.04	chr4	11491449	11491399	11491499
chr4	114936496	114937268	773	299	27	180.63	11.88	0.03	chr4	114936794	114936744	114936844
chr4	115238576	115240070	1495	1047	52	114.9	5	0.04	chr4	115239622	115239572	115239672
chr4	117279648	117280287	640	262	18	74.97	5.45	0.11	chr4	117279909	117279859	117279959
chr4	11729106	11729796	691	240	23	92.45	6.15	0.07	chr4	11729345	11729295	11729395
chr4	120205682	120206966	1285	730	59	141.18	4.6	0.04	chr4	120206411	120206361	120206461
chr4	126164824	126165578	755	335	22	126.83	5.49	0.04	chr4	126165158	126165108	126165208
chr4	129730364	129731758	1395	911	42	225.37	8.82	0.02	chr4	129731274	129731224	129731324
chr4	130260705	130261135	431	234	17	102.66	7.27	0.05	chr4	130260938	130260888	130260988
chr4	130766977	130767685	709	337	25	116.79	8.33	0.04	chr4	130767313	130767263	130767363
chr4	13428855	13429512	658	465	21	106.32	6.5	0.05	chr4	13429319	13429269	13429369
chr4	135549832	135550694	863	514	43	311.49	16	0.02	chr4	135550345	135550295	135550395
chr4	139743637	139744481	845	454	23	79.91	5.83	0.09	chr4	139744090	139744040	139744140
chr4	140047926	140048735	810	303	43	164.46	8.57	0.03	chr4	140048228	140048178	140048278
chr4	140443977	140444976	1000	510	33	185.55	10.75	0.03	chr4	140444486	140444436	140444536
chr4	140840878	140842008	1131	590	69	415.31	15	0.02	chr4	140841467	140841417	140841517
chr4	141061585	141063015	1431	567	74	247.86	6.14	0.02	chr4	141062151	141062101	141062201
chr4	141366332	141366927	596	192	16	78.55	5.56	0.1	chr4	141366523	141366473	141366573
chr4	141379422	141379989	568	178	16	60.59	4.58	0.24	chr4	141379599	141379549	141379649
chr4	141987574	141988391	818	436	27	98.42	6.79	0.06	chr4	141988009	141987959	141988059
chr4	14251408	14252212	805	334	23	84.86	6.25	0.07	chr4	14251741	14251691	14251791
chr4	147256999	147258964	1966	793	74	152.04	4.09	0.03	chr4	147257791	147257741	147257841
chr4	148976699	148977664	966	493	82	704.04	23.08	0	chr4	148977191	148977141	148977241
chr4	149085584	149086254	671	328	20	88.56	7.27	0.07	chr4	149085911	149085861	149085961
chr4	150000511	150001242	732	233	33	181.68	10	0.03	chr4	150000743	150000693	150000793
chr4	150919024	150919893	870	479	30	122.66	6.92	0.04	chr4	150919502	150919452	150919552
chr4	15146910	15148504	1595	610	101	476.03	12.5	0.01	chr4	15147519	15147469	15147569
chr4	151586006	151586666	661	476	20	125.83	7.14	0.04	chr4	151586481	151586431	151586531
chr4	153023938	153024827	890	548	42	175.78	7.06	0.03	chr4	153024485	153024435	153024535
chr4	15377334	15378344	1011	439	60	398.14	16.15	0.02	chr4	15377772	15377722	15377822
chr4	154165898	154166804	907	481	36	147.35	8.67	0.03	chr4	154166378	154166328	154166428
chr4	155757902	155758756	855	442	23	70.82	6.15	0.14	chr4	155758343	155758293	155758393
chr4	156587528	156588736	1209	434	36	92.13	4.06	0.07	chr4	156587961	156587911	156588011
chr4	156597147	156598287	1141	546	58	277.22	8.12	0.02	chr4	156597692	156597642	156597742
chr4	157684427	157685404	978	460	42	266.72	17	0.02	chr4	157684886	157684836	157684936
chr4	158167654	158168713	1060	576	90	534.52	14.52	0.02	chr4	158168229	158168179	158168279
chr4	158493956	158494570	615	418	19	98.69	8.42	0.06	chr4	158494373	158494323	158494423
chr4	158882846	158883685	840	436	20	90.61	6.4	0.07	chr4	158883281	158883231	158883331
chr4	16003735	16004462	728	259	20	95.85	5.85	0.06	chr4	16003993	16003943	16004043
chr4	160123901	160124662	762	415	19	94.7	7.06	0.06	chr4	160124315	160124265	160124365
chr4	16125043	16125510	468	198	14	51.99	4.62	0.39	chr4	16125240	16125190	16125290
chr4	166283675	166284417	743	247	31	186.33	9.63	0.03	chr4	166283921	166283871	166283971
chr4	168949737	168950717	981	560	54	268.69	10.88	0.02	chr4	168950296	168950246	168950346
chr4	169918095	169918744	650	199	23	98.99	7.69	0.06	chr4	169918293	169918243	169918343
chr4	170407026	170407865	840	452	27	110.13	8.06	0.04	chr4	170407477	170407427	170407527
chr4	176812714	176813513	800	476	92	942.81	28.85	0	chr4	176813189	176813139	176813239
chr4	178115852	178116541	690	412	17	63.34	4.55	0.2	chr4	178116263	178116213	178116313
chr4	178488710	178489673	964	478	57	301.08	12.35	0.02	chr4	178489187	178489137	178489237
chr4	181827319	181828369	1051	506	57	365.9	14	0.02	chr4	181827824	181827774	181827874
chr4	182449168	182450435	1268	490	71	332.31	10	0.03	chr4	182449657	182449607	182449707
chr4	18338254	18339059	806	393	25	132.35	10.22	0.04	chr4	18338646	18338596	18338696
chr4	185335572	185336603	1032	544	57	317.49	14.67	0.02	chr4	185336115	185336065	185336165
chr4	186391674	186392357	684	230	20	64.87	5	0.18	chr4	186391903	186391853	186391953
chr4	186634602	186635449	848	410	31	117.61	8.67	0.04	chr4	186635011	186634961	186635061
chr4	187711453	187712293	841	485	32	207.04	11.24	0.03	chr4	187711937	187711887	187711987
chr4	20775899	20776724	826	348	24	113.95	8.5	0.04	chr4	20776246	20776196	20776296
chr4	24599506	24600034	529	187	16	72.29	4.09	0.13	chr4	24599692	24599642	24599742
chr4	24974748	24976066	1319	887	77	350.84	9.21	0.02	chr4	24975634	24975584	24975684
chr4	27094591	27095344	754	260	25	109.44	5.83	0.04	chr4	27094850	27094800	27094900
chr4	27416217	27416989	773	509	34	198.49	9.02	0.02	chr4	27416725	27416675	27416775
chr4	27933085	27933642	558	323	15	77.07	5.56	0.1	chr4	27933407	27933357	27933457
chr4	28446532	28446903	372	186	17	142.96	9.24	0.04	chr4	28446717	28446667	28446767
chr4	31148014	31148653	640	191	20	108.63	6.91	0.04	chr4	31148204	31148154	31148254
chr4	36701739	36702355	617	207	16	59.6	4.02	0.26	chr4	36701945	36701895	36701995
chr4	36884178	36885204	1027	511	46	121.7	5.65	0.04	chr4	36884688	36884638	36884738
chr4	38100646	38101635	990	330	100	706.98	14	0	chr4	38100975	38100925	38101025
chr4	38180973	38181655	683	401	18	59.99	4.84	0.25	chr4	38181373	38181323	38181423
chr4	42239819	42240668	850	401	21	79.08	7.84	0.09	chr4	42240219	42240169	42240269
chr4	42854504	42855564	1061	597	99	612.15	16.82	0.02	chr4	42855100	42855050	42855150
chr4	45348282	45349054	773	405	32	127.35	7.81	0.04	chr4	45348686	45348636	45348736
chr4	48128748	48129777	1030	497	135	1070.58	17.5	0	chr4	48129244	48129194	48129294
chr4	48424385	48425523	1139	498	125	1050.39	26.47	0	chr4	48424882	48424832	48424932
chr4	48640772	48641533	762	504	34	112.8	5.75	0.04	chr4	48641275	48641225	48641325
chr4	55638173	55639646	1474	501	68	295.83	11.88	0.02	chr4	55638673	55638623	55638723
chr4	57192328	57193077	750	399	33	117.52	6.32	0.04	chr4	57192726	57192676	57192776
chr4	5838406	5839340	935	550	42	177.47	7.48	0.03	chr4	5838955	5838905	5839005
chr4	60250377	60251495	1119	549	59	457.52	21.05	0.01	chr4	60250925	60250875	60250975
chr4	63509874	63510494	621	429	21	55.44	4.67	0.32	chr4	63510302	63510252	63510352
chr4	64974853	64975822	970	469	30	80.51	5.59	0.08	chr4	64975321	64975271	64975371
chr4	65357201	65358333	1133	567	52	234.05	11.86	0.02	chr4	65357767	65357717	65357817
chr4	66257945	66258932	988	520	33	106.99	7.42	0.05	chr4	66258464	66258414	66258514
chr4	70145119	70146569	1451	879	158	378.13	8.25	0.02	chr4	70145997	70145947	70146047
chr4	70640879	70641741	863	534	33	77.65	4.77	0.1	chr4	70641412	70641362	70641462
chr4	70695726	70697394	1669	811	137	688.81	11.67	0	chr4	70696536	70696486	70696586
chr4	73933691	73936306	2616	627	121	116.32	2.83	0.04	chr4	73934317	73934267	73934367
chr4	74763631	74766505	2875	1617	146	117.6	5.47	0.04	chr4	74765247	74765197	74765297
chr4	75683598	75684375	778	469	27	58.67	3.1	0.27	chr4	75684066	75684016	75684116
chr4	75868867	75870032	1166	678	78	177.16	6.22	0.03	chr4	75869544	75869494	75869594
chr4	76333437	76334401	965	520	31	113.2	6.62	0.04	chr4	76333956	76333906	76334006
chr4	76379456	76380282	827	469	29	107.22	6.46	0.05	chr4	76379924	76379874	76379974
chr4	76949097	76950116	1020	543	38	76.92	5.87	0.1	chr4	76949639	76949589	76949689
chr4	77801252	77803246	1995	696	309	2711.27	31.14	0	chr4	77801947	77801897	77801997
chr4	78076650	78078656	2007	1493	126	332.38	5.65	0.03	chr4	78078142	78078092	78078192
chr4	86395594	86396800	1207	693	42	75.15	3.13	0.11	chr4	86396286	86396236	86396336
chr4	86747165	86748065	901	474	25	57.84	3.7	0.28	chr4	86747638	86747588	86747688
chr4	86748429	86750203	1775	271	78	208.1	4.55	0.03	chr4	86748699	86748649	86748749
chr4	87309023	87310028	1006	445	30	57.42	5.26	0.28	chr4	87309467	87309417	87309517
chr4	87507824	87509356	1533	935	116	326.02	7.36	0.02	chr4	87508758	87508708	87508808
chr4	87528518	87529531	1014	508	42	150.74	8.53	0.03	chr4	87529025	87528975	87529075
chr4	92241530	92242403	874	422	26	93.08	7.63	0.07	chr4	92241951	92241901	92242001
chr4	94762386	94762982	597	403	17	72.66	4.42	0.13	chr4	94762788	94762738	94762838
chr4	9526807	9527477	671	394	17	89.65	7.32	0.06	chr4	9527200	9527150	9527250
chr4	95474764	95475641	878	437	36	223.92	13.37	0.02	chr4	95475200	95475150	95475250
chr4	96770925	96771923	999	443	33	131.53	5.77	0.04	chr4	96771367	96771317	96771417
chr4	97272950	97273913	964	491	31	109.31	5.36	0.04	chr4	97273440	97273390	97273490
chr4	98074125	98074615	491	277	20	95.41	6.07	0.06	chr4	98074401	98074351	98074451
chr4	99013768	99014636	869	452	21	62.32	5.83	0.22	chr4	99014219	99014169	99014269
chr4	99438520	99439231	712	292	25	106.75	6.92	0.05	chr4	99438811	99438761	99438861
chr4	99867276	99867935	660	414	19	87.43	6.13	0.07	chr4	99867689	99867639	99867739
chr5	10145866	10146552	687	308	26	62.57	4.77	0.21	chr5	10146173	10146123	10146223
chr5	102888951	102889787	837	403	26	161.64	10	0.03	chr5	102889353	102889303	102889403
chr5	107253069	107253798	730	199	34	203.23	11.67	0.03	chr5	107253267	107253217	107253317
chr5	112453188	112455096	1909	1221	101	603.64	14.62	0.02	chr5	112454408	112454358	112454458
chr5	116464986	116465565	580	199	17	63.85	4.62	0.19	chr5	116465184	116465134	116465234
chr5	116726143	116727059	917	374	53	420.63	20.5	0.02	chr5	116726516	116726466	116726566
chr5	119120593	119121464	872	380	84	646.91	17.94	0.02	chr5	119120972	119120922	119121022
chr5	125399327	125400273	947	563	48	429.16	22.32	0.02	chr5	125399889	125399839	125399939
chr5	127245192	127246044	853	382	23	92.25	5.69	0.07	chr5	127245573	127245523	127245623
chr5	127608692	127609427	736	317	29	129.58	7.5	0.04	chr5	127609008	127608958	127609058
chr5	127684670	127685621	952	456	41	231.28	11.11	0.02	chr5	127685125	127685075	127685175
chr5	127738801	127739624	824	389	24	114.23	10	0.04	chr5	127739189	127739139	127739239
chr5	130495557	130496517	961	469	73	333.87	10	0.03	chr5	130496025	130495975	130496075
chr5	132175466	132176246	781	489	45	258.94	12.04	0.02	chr5	132175954	132175904	132176004
chr5	132241228	132242143	916	726	37	90.54	4.09	0.07	chr5	132241953	132241903	132242003
chr5	133048869	133049477	609	168	17	109	11.03	0.04	chr5	133049036	133048986	133049086
chr5	136619204	136620226	1023	481	46	122.42	7.39	0.04	chr5	136619684	136619634	136619734
chr5	136821522	136822168	647	368	23	70.14	4.34	0.15	chr5	136821889	136821839	136821939
chr5	137087458	137088146	689	296	25	68.58	3.42	0.16	chr5	137087753	137087703	137087803
chr5	138303354	138304303	950	470	33	99.44	7.06	0.05	chr5	138303823	138303773	138303873
chr5	13876234	13877197	964	490	25	64.09	5.99	0.19	chr5	13876723	13876673	13876773
chr5	140988912	140989443	532	195	18	129.67	10.34	0.04	chr5	140989106	140989056	140989156
chr5	142455848	142456419	572	285	15	77.4	5.72	0.1	chr5	142456132	142456082	142456182
chr5	142940574	142941620	1047	448	42	298.33	12.35	0.02	chr5	142941021	142940971	142941071
chr5	143861036	143862444	1409	588	118	782.68	18.61	0	chr5	143861623	143861573	143861673
chr5	146747570	146748165	596	183	20	53.29	4.33	0.35	chr5	146747752	146747702	146747802
chr5	148356278	148356944	667	305	35	227.2	11.67	0.02	chr5	148356582	148356532	148356632
chr5	14862185	14863521	1337	612	83	384.18	11.75	0.02	chr5	14862796	14862746	14862846
chr5	149257926	149258541	616	299	19	75.25	5.77	0.1	chr5	149258224	149258174	149258274
chr5	150733525	150734478	954	433	48	191.53	8.16	0.02	chr5	150733957	150733907	150734007
chr5	151790917	151791437	521	328	15	90.39	8.64	0.07	chr5	151791244	151791194	151791294
chr5	152846355	152847541	1187	520	72	110.75	4.76	0.04	chr5	152846874	152846824	152846924
chr5	155371191	155371961	771	465	18	69.95	6.19	0.16	chr5	155371655	155371605	155371705
chr5	156305074	156305685	612	412	23	135.48	8	0.04	chr5	156305485	156305435	156305535
chr5	156399075	156399955	881	389	54	396.99	17.92	0.02	chr5	156399463	156399413	156399513
chr5	157893236	157894016	781	439	25	123.61	7.28	0.04	chr5	157893674	157893624	157893724
chr5	15951406	15952049	644	429	26	98.37	6.18	0.06	chr5	15951834	15951784	15951884
chr5	160799499	160800300	802	407	20	57.67	5.77	0.28	chr5	160799905	160799855	160799955
chr5	166695880	166696490	611	433	16	61.6	5	0.23	chr5	166696312	166696262	166696362
chr5	170373545	170374413	869	395	38	185.98	10.71	0.03	chr5	170373939	170373889	170373989
chr5	171818856	171819654	799	414	25	157.59	11.69	0.03	chr5	171819269	171819219	171819319
chr5	172405706	172406259	554	233	21	86.77	5.54	0.07	chr5	172405938	172405888	172405988
chr5	175447633	175448318	686	193	21	110.63	7.61	0.04	chr5	175447825	175447775	175447875
chr5	175786553	175787247	695	504	22	86.17	6.15	0.07	chr5	175787056	175787006	175787106
chr5	176252265	176253252	988	543	58	241.75	9.76	0.02	chr5	176252807	176252757	176252857
chr5	176802951	176803540	590	277	34	198.49	7.54	0.02	chr5	176803227	176803177	176803277
chr5	179474477	179475546	1070	514	44	126	7.5	0.04	chr5	179474990	179474940	179475040
chr5	179866148	179867720	1573	995	100	234.79	8.09	0.02	chr5	179867142	179867092	179867192
chr5	21619929	21620608	680	373	20	61.17	3.4	0.23	chr5	21620301	21620251	21620351
chr5	22650229	22651100	872	377	44	129.46	5.4	0.04	chr5	22650605	22650555	22650655
chr5	2358233	2359041	809	282	24	71.67	5.67	0.14	chr5	2358514	2358464	2358564
chr5	23704092	23704931	840	365	42	260.12	13.75	0.02	chr5	23704456	23704406	23704506
chr5	24072739	24074059	1321	754	115	789.25	16.11	0	chr5	24073492	24073442	24073542
chr5	25606461	25607244	784	336	18	58.59	5.91	0.27	chr5	25606796	25606746	25606846
chr5	32489591	32490486	896	480	28	150.57	10.56	0.03	chr5	32490070	32490020	32490120
chr5	33999154	34000108	955	513	83	551.16	14.86	0.02	chr5	33999666	33999616	33999716
chr5	34217980	34218893	914	395	39	128.14	7.11	0.04	chr5	34218374	34218324	34218424
chr5	34706620	34707523	904	517	33	84.03	6	0.07	chr5	34707136	34707086	34707186
chr5	35099239	35099784	546	244	14	57.58	3.92	0.28	chr5	35099482	35099432	35099532
chr5	35229334	35229960	627	231	17	50.63	3.13	0.42	chr5	35229564	35229514	35229614
chr5	35724678	35725208	531	189	15	71.47	4.41	0.14	chr5	35724866	35724816	35724916
chr5	36602906	36603941	1036	545	43	169.57	9.38	0.03	chr5	36603450	36603400	36603500
chr5	40160263	40161217	955	517	47	210.19	6.18	0.03	chr5	40160779	40160729	40160829
chr5	42621339	42622571	1233	580	83	378.43	9.32	0.02	chr5	42621918	42621868	42621968
chr5	49857758	49859190	1433	1004	73	527.89	17.5	0.02	chr5	49858761	49858711	49858811
chr5	5152737	5154017	1281	643	70	356.06	11.25	0.02	chr5	5153379	5153329	5153429
chr5	53741742	53742472	731	340	21	129.12	11.03	0.04	chr5	53742081	53742031	53742131
chr5	53942479	53943562	1084	396	42	149.59	5.31	0.03	chr5	53942874	53942824	53942924
chr5	54514691	54515174	484	287	17	118.04	7.87	0.04	chr5	54514977	54514927	54515027
chr5	55717679	55718480	802	422	19	81.61	5.91	0.08	chr5	55718100	55718050	55718150
chr5	57502634	57503210	577	385	14	76.74	8.27	0.1	chr5	57503018	57502968	57503068
chr5	58411851	58412901	1051	583	39	202.47	9.09	0.03	chr5	58412433	58412383	58412483
chr5	58676160	58678143	1984	583	192	900.51	16.33	0	chr5	58676742	58676692	58676792
chr5	58782873	58784892	2020	634	118	478.69	10	0.01	chr5	58783506	58783456	58783556
chr5	59446669	59447421	753	321	18	63.93	5.14	0.2	chr5	59446989	59446939	59447039
chr5	60418799	60419868	1070	536	114	806.85	10.71	0	chr5	60419334	60419284	60419384
chr5	60576453	60577270	818	306	26	137.76	10.74	0.04	chr5	60576758	60576708	60576808
chr5	61472555	61473138	584	303	14	57.15	4.17	0.29	chr5	61472857	61472807	61472907
chr5	61981767	61982682	916	430	25	103.38	7.21	0.04	chr5	61982196	61982146	61982246
chr5	64361759	64363100	1342	1149	51	349.93	12.5	0.02	chr5	64362907	64362857	64362957
chr5	65661467	65662407	941	374	34	244.45	12.16	0.02	chr5	65661840	65661790	65661890
chr5	66241221	66241928	708	454	27	125.99	7.69	0.04	chr5	66241674	66241624	66241724
chr5	68821010	68822054	1045	522	42	134.67	7.5	0.04	chr5	68821531	68821481	68821581
chr5	68855588	68856318	731	435	25	53.09	3.57	0.36	chr5	68856022	68855972	68856072
chr5	7093985	7094974	990	455	30	78.8	4.69	0.09	chr5	7094439	7094389	7094489
chr5	71561279	71562043	765	349	33	261.6	13.29	0.02	chr5	71561627	71561577	71561677
chr5	71648929	71649442	514	326	16	99.94	8.75	0.05	chr5	71649254	71649204	71649304
chr5	73293976	73295676	1701	1288	112	1154	34.47	0	chr5	73295263	73295213	73295313
chr5	74657060	74657710	651	190	23	98.83	7.31	0.06	chr5	74657249	74657199	74657299
chr5	7478144	7479015	872	594	33	82.35	3.57	0.08	chr5	7478737	7478687	7478787
chr5	75865700	75866724	1025	583	39	175.43	9.23	0.03	chr5	75866282	75866232	75866332
chr5	76902941	76903851	911	440	22	85.33	7	0.07	chr5	76903380	76903330	76903430
chr5	77242292	77243132	841	353	34	149.97	8.41	0.03	chr5	77242644	77242594	77242694
chr5	78293093	78293663	571	180	14	77.47	6.2	0.1	chr5	78293272	78293222	78293322
chr5	7851545	7852445	901	374	26	61.22	4.71	0.23	chr5	7851918	7851868	7851968
chr5	81047025	81047560	536	223	16	53.8	4.29	0.34	chr5	81047247	81047197	81047297
chr5	87811978	87812644	667	414	16	55.37	5.45	0.32	chr5	87812391	87812341	87812441
chr5	90423210	90425290	2081	527	85	653.8	21.23	0.02	chr5	90423736	90423686	90423786
chr5	90762490	90762957	468	183	15	107.79	8.96	0.04	chr5	90762672	90762622	90762722
chr5	90796703	90797368	666	406	32	244.92	13.32	0.02	chr5	90797108	90797058	90797158
chr5	94229068	94229647	580	197	14	61.78	4.44	0.22	chr5	94229264	94229214	94229314
chr5	95310484	95311269	786	452	28	85.11	5.59	0.07	chr5	95310935	95310885	95310985
chr5	95642022	95642700	679	331	54	263.96	7.6	0.02	chr5	95642352	95642302	95642402
chr5	95790161	95791055	895	465	33	116.79	6.25	0.04	chr5	95790625	95790575	95790675
chr5	96011250	96012170	921	455	48	224.89	11.76	0.02	chr5	96011704	96011654	96011754
chr5	96357014	96357801	788	262	47	318.69	14.5	0.02	chr5	96357275	96357225	96357325
chr6	100353103	100354084	982	459	40	297.99	19.38	0.02	chr6	100353561	100353511	100353611
chr6	102839591	102840727	1137	529	60	468.35	19.89	0.01	chr6	102840119	102840069	102840169
chr6	105770244	105771060	817	331	53	303.78	11.47	0.02	chr6	105770574	105770524	105770624
chr6	108582110	108583109	1000	675	28	79.68	3.57	0.09	chr6	108582784	108582734	108582834
chr6	108751418	108752269	852	459	35	157.2	8.21	0.03	chr6	108751876	108751826	108751926
chr6	108753836	108754614	779	411	38	256.27	12.84	0.03	chr6	108754246	108754196	108754296
chr6	108797439	108798372	934	392	33	110.53	5.31	0.04	chr6	108797830	108797780	108797880
chr6	108908606	108909199	594	281	17	50.63	3.96	0.42	chr6	108908886	108908836	108908936
chr6	111643045	111643984	940	462	52	157.34	6.54	0.03	chr6	111643506	111643456	111643556
chr6	112552573	112553600	1028	415	43	292.87	10.44	0.02	chr6	112552987	112552937	112553037
chr6	114493831	114494345	515	331	14	56.48	4.55	0.3	chr6	114494161	114494111	114494211
chr6	119239258	119240135	878	370	31	145.21	7.92	0.03	chr6	119239627	119239577	119239677
chr6	122295047	122296002	956	518	70	660.55	27.89	0	chr6	122295564	122295514	122295614
